sentimen,tweet,tweet_preprocess
positif,"Loh itu gusdur yah.. saya dukung prabowo karna fatwah gusdur kalau pak @prabowo presiden yg paking ikhlas. Insya Allah tahun ini. Terbikti meski beliau pernah kalah berkali"" beliau tetap ikhlas melanjutkn perjuangan,tdi mlm sya dengar dari @sandiuno tdk akan terima gaji..",loh gusdur yah dukung prabowo karna fatwah gusdur prabowo presiden yg paking ikhlas insya allah terbikti beliau kalah kali beliau ikhlas melanjutkn juang tdi mlm sya dengar sandiuno tdk terima gaji
positif,@prabowo dan @sandiuno kalau diberi mandat rakyat gak akan ambil gaji. Gak di jiplak lagi tah @Dennysiregar7 ðŸ˜‚ðŸ˜‚,prabowo sandiuno mandat rakyat gak ambil gaji gak jiplak tah dennysiregar
positif,"Sepakat,  kubu 02 selalu mengalihkan pertanyaan dgn jawaban menyerang pribadi dan masa kepemimpinan jokowi,  mngkin selama ini mereka lupa infra,ekonomi yg meerrka nikmati saat ini ad hasil kerja jokowi dan mentri2nya.. Indonesia timur masi menginginkan jokowi....",sepakat kubu alih pe anyaan dgn serang pribadi pimpin jokowi mngkin lupa infra ekonomi yg meerrka nikmat ad hasil kerja jokowi tri indonesia timur mas jokowi
negatif,Akui saja perekonomian Indonesia sudah salah arah...toh pak prabowo tdk menyalahkan tapi malah menawarkan solusi utk kembali pada UUD 1945 psl 33. Jangan sok simpati hanya utk mengadu domba. rakyat butuh solusi bukan pencitraan.,aku ekonomi indonesia salah arah prabowo tdk salah tawar solusi utk uud psl sok simpati utk adu domba rakyat butuh solusi citra
positif,"Selama ini presiden Jokowi kunker keliling Indonesia bagi2 buku, sembako, sepeda dll itu menggunakan dana taktis presiden senilai 2M, jadi presiden tanpa gembar gembor menyumbangkan gaji udah menyumbang lebih dari nilai gaji yg hanya sekitar 60jt",presiden jokowi kunker keliling indonesia buku sembako sepeda dll dana taktis presiden nila m presiden gembar gembor sumbang gaji udah sumbang nilai gaji yg jt
negatif,"Koalisi sendiri diserang...hhh anehhh,,,, Dan juga nggak ambil gaji,, sementara dia pengusaha ,yg ada di otak kata untung",koalisi serang hhh anehhh nggak ambil gaji usaha yg otak untung
positif,jika 17 April Kita Mencoblos @prabowo @sandiuno itu Berarti Kita Telah Beramal Selama 5 Tahun Karena Gaji @prabowo @sandiuno Akan Disumbangkan Kepada Dhuafa dan Yatim .. Inshaa Allah   #UASdifitnahKejiDanBrutal,april coblos prabowo sandiuno bera i amal gaji prabowo sandiuno sumbang dhuafa yatim inshaa allah
positif,Presiden Prabowo dan wakil presiden sandiaga uno mengiklash gajinya untuk negara dan rakyat itulah best of the best.,presiden prabowo wakil presiden sandiaga uno mengiklash gaji negara rakyat best of the best
positif,kami rakyat kecil menitipkan harapan pada bpk prabowo sandiaga..perubahan ekonomi.keadilan hukum.polihkan kembali kerukunan ber bangsa. bernegara.bertetangga antar suku.dan antar agama.itu saja.,rakyat titip harap bpk prabowo sandiaga ubah ekonomi adil hukum polihkan rukun ber bangsa negara be etangga suku agama
negatif,krna jokowi presiden skrg ðŸ˜‚ Apapun kerusuhan di negara ini dia yg harus bertanggungjawab. Dia presiden yg dipilih rakyat dgn anggaran pemilu puluhan triliyun. Dia digaji rakyat utk menyelesaikan apapun problem yg menyangkut rakyat #UASdifitnahKejiDanBrutal  shame on you @jokowi,krna jokowi presiden skrg apa rusuh negara yg be anggungjawab presiden yg pilih rakyat dgn anggar milu puluh triliyun gaji rakyat utk selesai apa problem yg rakyat shame on you jokowi
positif,"6. Benar kata Prabowo, ekonomi Indonesia salah arah. Ekonomi makro salah arah berdampak pd ekonomi mikro. Yg merasakan dampak emak2 dn masyarakat kls menengah kebawah. Cara pandang yg luar biasa tentang Indonesia, didukung pikiran-pikiran besar dan argumentasi yang kuat...",prabowo ekonomi indonesia salah arah ekonomi makro salah arah dampak pd ekonomi mikro yg rasa dampak emak dn masyarakat kls tengah bawah pandang yg indonesia dukung pikir pikir argumentasi kuat
netral,"Bila Menang Pilpres 2019, Prabowo Subianto dan Sandi Uno Janji Tidak Ambil Gaji  https://goo.gl/fb/QyojaFÂ  #berita #breaking #peristiwa",menang pilpres prabowo subianto sandi uno janji ambil gaji https goo gl fb qyojaf
netral,"Prabowo Nilai Ekonomi RI Salah Arah, Karena para Presiden Sebelum Jokowi  https://goo.gl/fb/Cu5XJ7Â  #berita #breaking #peristiwa",prabowo nilai ekonomi ri salah arah presiden jokowi https goo gl fb cuxj
netral,"Unk saat ini aku memang makan gaji lae,,tapi tidak pernah tersirat dalam benak ku akan makan gaji selamanya...aku harus bisa menjadi bos sekaligus pekerja nantinya,dan menggaji orang,bukan lagi di gaji..",unk makan gaji lae sirat benak ku makan gaji bos kerja gaji orang gaji
netral,"Bila Terpilih, Prabowo-Sandi akan Berikan Seluruh Gajinya untuk Fakir Miskin  http://dlvr.it/R2lklyÂ ",pilih prabowo sandi gaji fakir miskin http dlvr it rlkly
negatif,"Tetanggakuh : Janji Prabowo kalau jadi presiden akan menurunkan harga pangan. Aku petani, nanti klo harga2 hasil panen murah aku rugi. Jelaslah..mending milih jokowi.   Aku: ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ (tetanggaku aja yg gk lulus smp mikirnya lumayan)",tetanggakuh janji prabowo presiden turun harga pangan tani klo harga hasil panen murah rugi mending milih jokowi tetangga aja yg gk lulus smp mikirnya lumayan
negatif,"Itu pasti salah Jokowi, kenapa gak bisa menurunkan atau paling gak menstabilkan harga toge ... Kalo masih blm bisa juga, ya se-nggak nya bikin kebijakan penjual toge di Eslen yg ngomel pas dikomplen harga mahal kena sanksi pidana.",salah jokowi gak turun gak stabil harga toge kalo blm ya nggak nya bikin bijak jual toge eslen yg ngomel pas dikomplen harga mahal kena sanksi pidana
positif,Prabowo - Sandi menyatakan komitmen tuk tidak mengambil GAJI sebagai kepala negara jika nantinya terpilih dalam Pilpres 2019.  #Pemilu2019 #PrabowoSandi #gajisandiuntukfakirmiskin,prabowo sandi komitmen tuk ambil gaji kepala negara pilih pilpres
positif,Ngakak guling guling liat jokowi ngajarin ekonomi makro dan mikro sama bang@sandiaga uno  https://twitter.com/fadlizon/status/1117302566759493632Â â€¦,ngakak guling guling liat jokowi ngajarin ekonomi makro mikro bang sandiaga uno https twitter com fadlizon status
negatif,"@prabowo bilang 2030 Indonesia akan bubar.  Pertumbuhan ekonomi 5%, 5% ndasmu.... bagaimana pak tanggapannya?  @TheArieAir @Theopieter @fadjroeL #PrabowoSalahkanSBY #bukansalahbapak #TerimaKasihIstriku",prabowo bilang indonesia bubar pe umbuhan ekonomi ndasmu tanggap thearieair theopieter fadjroel
negatif,Bagaimana mau lebih baik kalo hidup makin susah dijaman bapak.. Harga2 nail listrik baik  bbm naik,kalo hidup susah jam harga nail listrik bbm
netral,"Prabowo-Sandi Tolak Terima Gaji Jika Terpilih, Berapa Sih Besaran Gajinya?  http://akurat.co/ekonomi/id-590770-read-prabowosandi-tolak-terima-gaji-jika-terpilih-berapa-sih-besaran-gajinyaÂ â€¦",prabowo sandi tolak terima gaji pilih sih besar gaji http akurat co ekonomi id read prabowosandi tolak terima gaji pilih sih besar gaji
positif,"Alhamdulillah, ekonomi kita maju Bersama Jokowi. #kuwera #TerimaKasihIstriku pic.twitter.com/39fLKLxXuV",alhamdulillah ekonomi maju jokowi pic twitter com flklxxuv
netral,AHY Geram ke Prabowo Gara-gara Ini - Warta Ekonomi  https://www.wartaekonomi.co.id/read223688/ahy-geram-ke-prabowo-gara-gara-ini.htmlÂ â€¦,ahy geram prabowo gara gara wa a ekonomi https www wa aekonomi co id read ahy geram prabowo gara gara html
negatif,"Berita yang menyalahkan SBY sebagai salah satu pembuat kesalahan dalam perekonomian Indonesia, Mungkin sebaiknya hal tersebut tidak disebut Prabowo ke muka publik. Suatu kesalahan yang terlihat konyol.  http://cnn.id/386111Â ",berita salah sby salah buat salah ekonomi indonesia prabowo muka publik salah konyol http cnn id
negatif,Kata Wowo kesalahan arah ekonomi yg mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk pada presiden Indonesia sebelum era Jokowi. #PrabowoSalahkanSBY,wowo salah arah ekonomi yg akibat deindustrialisasi salah presiden indonesia era jokowi
positif,"Allah SWT sdh begitu baik kpd kami. Kami juga berterima kasih pd Indonesia, yg luar biasa kpd kami. Kami berkomitmen tdk ambil gaji serupiah pun jika kami dpt amanah, tegas Sandiaga.  ""Kita mau buktikan kita tulus kpd negara dan bangsa,"" tambah Prabowo.   https://www.gelora.co/2019/04/janji-tak-ambil-gaji-jika-terpilih.html?m=1Â â€¦",allah swt sdh kpd be erima kasih pd indonesia yg kpd komitmen tdk ambil gaji rupiah dpt amanah sandiaga bukti tulus kpd negara bangsa prabowo https www gelora co janji ambil gaji pilih html m
positif,"Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY",ekonomi indonesia jokowi aja tuh ngehoaks salah presiden
positif,"Disini pak jokowi ingin mendorong ekonomi kreatif yg mungkin akan berlangsung untuk jangka panjang nyatanya memperbaiki ekonomi tidak segampang itu, mungkin seperti itu sih penalaran  saya dari hal tersebut.",jokowi dorong ekonomi kreatif yg jangka baik ekonomi gampang sepe i sih nalar
positif,"Nah kan itu akan mendorong ekonomi kreatif digital masyarakat yang mana memang sedang booming. Ga mungkin lah pak jokowi ngomong gitu gada maksud yg jelas, pemikiran dan sudut pandang kubu sebelah aja yg mohon maaf kurang kebuka dengan hal itu.",dorong ekonomi kreatif digital masyarakat booming ga jokowi ngomong gitu gada maksud yg pikir sudut pandang kubu belah aja yg mohon maaf buka
positif,Dengan memilih dan coblos NO 2 @Prabowo @sandiuno Maka anda sama dengan Infaq 5th  Karna gajinya prabowosandi di infaqkan kepada kaum dhuafa dan anak yatim di in ah indonesia #JatimMantapPilihPrabowo #JatimMantapPilihPrabowo pic.twitter.com/zPNo3e1eO2,pilih coblos no prabowo sandiuno infaq th karna gaji prabowosandi infaqkan kaum dhuafa anak yatim in ah indonesia pic twitter com zpnoeeo
positif,"Saya memang seorang pekerja dan makan gaji,,tapi tidak semua orang seperti saya,,banyak anak2 muda yg sekarang punya talenta dan bakat dalam dunia game,dan itu harus kita apresiasi dan kita dukung,itu maksd dari pernyataan jkw..",kerja makan gaji orang sepe i anak muda yg talenta bakat dunia game apresiasi dukung maksd nyata jkw
positif,Dengan memilih Prabowo Sandi anda telah bersodaqoh selama 5 tahun. Karena gaji Prabowo dan sandi akan disedekahkan ke fakir miskin..mantapkan! Sebarkan!!  @JackVardan #UASdifitnahKejiDanBrutal,pilih prabowo sandi bersodaqoh gaji prabowo sandi sedekah fakir miskin mantap sebar jackvardan
negatif,Kampret mah ga perlu digaji...,kampret mah ga gaji
negatif,"Berharap tiap bulan bulan ada pemilu,terus Jokowi nyalon terus. Lumayan kan bawa 200-300 orang dapetnya 2x gaji UMR Jakarta wkwk #UASdifitnahKejiDanBrutal #bukansalahbapak",harap milu jokowi nyalon lumayan bawa orang dapetnya x gaji umr jaka a wkwk
negatif,"Kalo jalan bagus kmna mana kan gampang, ekonomi juga smakin membaik kan , #mikir bilang infrastuktur gak ada guna nya giliran jalanan pada jelek aja komen ðŸ¤£",kalo jalan bagus kmna gampang ekonomi smakin baik bilang infrastuktur gak nya gilir jalan jelek aja komen
netral,Fadli Zon: Prabowo Hanya Ingatkan Ekonomi Indonesia Harus Berpijak ke Pasal 33 UUD 45 #indonesia #merahputih #sunday #minggusyantai https://merahputih.com/post/read/fadli-zon-prabowo-hanya-ingatkan-ekonomi-indonesia-harus-berpijak-ke-pasal-33-uud-45Â â€¦,fadli zon prabowo ingat ekonomi indonesia pijak pasal uud https merahputih com post read fadli zon prabowo ingat ekonomi indonesia pijak pasal uud
positif,"Komentarnya bagus. Tapi alangkah indshnya jika ibu bilang, Jokowi lawan sang penantang. Gosipan warung juga aspirasi masyarakat, indahnya saling menghargai #nasehatbukanpakar https://twitter.com/GoDisko/status/1117106344991936512Â â€¦",komentar bagus alangkah indshnya bilang jokowi lawan sang tantang gosip warung aspirasi masyarakat indah harga https twitter com godisko status
positif,"Hargai perbedaan, seluruh rakyat bersatu dalam kebersamaan yang must dibawah kepemimpinan Bapak Jokowi Aaamiin.  https://twitter.com/jokowi/status/1117239664727875584Â â€¦",harga beda rakyat satu sama must bawah pimpin jokowi aaamiin https twitter com jokowi status
negatif,"Beda Dengan Sebelah! PRABOWO SANDI Tidak Akan Ambil Gaji Jika Jadi PRESIDEN, Untuk Fakir Miskin Saja  http://dlvr.it/R2nNpHÂ ",beda belah prabowo sandi ambil gaji presiden fakir miskin http dlvr it rnnph
negatif,wkwkwkk... uang gaji dari LN buat apa..?? sampai habis di Indonesia,wkwkwkk uang gaji ln habis indonesia
positif,"preseden paling fenomenal Ahok: keras dan tajam ke keluarga miskin Jakarta.Mereka digusuri dicerabut sosial ekonomi dari tempat tinggalnya. Sementara sama pemodal macam podmoro, behave nya lembut penuh kasih sayang.Ujung2nya: si dirut pengembangnya masuk bui,ahok nya pun tumbang",preseden fenomenal ahok keras tajam keluarga miskin jaka a gusur cerabut sosial ekonomi tinggal modal podmoro behave nya lembut penuh kasih sayang ujung si dirut kembang masuk bui ahok nya tumbang
netral,"Pun dari hal yang diutarakan Jokowi kemaren, eSports sendiri memang belum berkontribusi untuk perekonomian Indonesia karena gamenya sendiri bukan produksi gamedev lokal. Tapi tingginya antusiasme menunjukkan potensi yang bisa dibina oleh pemerintah seperti olahraga lainnya.",utara jokowi kemaren espo s kontribusi ekonomi indonesia gamenya produksi gamedev lokal tinggi antusiasme potensi bina perintah sepe i olahraga
netral,"sby di singapur yah, video yg nyebar itu video lawas Apapun itu tak masalah jika prabowo menyalahkan pemerintahan sebelumnya tapi akam coba perbaiki. Gaji akan disumbangkan meski tunjangan2 lebih besar no problem yg penting niat nya dl, sapa tahu tunjangannya jg disumbangkan.  https://twitter.com/Metro_TV/status/1117376960433233920Â â€¦",sby singapur yah video yg nyebar video lawas apa prabowo salah perintah akam coba baik gaji sumbang tunjang no problem yg niat nya dl sapa tunjang jg sumbang https twitter com metro tv status
netral,"@Jokowi dalam kampanye akbar di GBK bahwa Pancasila, NKRI, Bhinneka Tunggal Ika dan UUD 1945 sudah final dan harga mati sehingg tidak bisa diganggu gugat. #PancasilaHargaMati #LestarikanPancasila pic.twitter.com/CQRL3ccYI9",jokowi kampanye akbar gbk pancasila nkri bhinneka tunggal ika uud final harga mati sehingg ganggu gugat pic twitter com cqrlccyi
positif,Saya kadang pengin nyumbang kaum dhuafa tp anggaran tiap bln sllu mepet. Jadi saya pilih Prabowo Sandi yang akan mensedekahkan gajinya utk kaum dhuafa  #PrabowoSandiMenangDebat,kadang pengin nyumbang kaum dhuafa tp anggar bln sllu mepet pilih prabowo sandi sedekah gaji utk kaum dhuafa
positif,Dgn segala hormat saya SGT menghargai dan mengapresiasi pilihan mas Ulil ...  Semoga dg berlabuhnya mas Ulil Abshar Abdalla ke kubu Pak Jokowi  - Amin ...Insa Allah akan menarik gerbong Milenial yg masih ragu dan bimbang dlm menentukan pilihan mereka  ....Amin  ðŸ‘ðŸ‘ðŸ‘â­â­â­,dgn hormat sgt harga apresiasi pilih mas ulil moga dg labuh mas ulil abshar abdalla kubu jokowi amin insa allah tarik gerbong milenial yg ragu bimbang dlm tentu pilih amin
negatif,Waktu tax amnesty kemarin prabowo sama sandiaga uno ini bayar pajak gak ya? Kok namanya masih ada di paradise papers ðŸ™„  pic.twitter.com/ETXPzHYiaB,tax amnesty kemarin prabowo sandiaga uno bayar pajak gak ya nama paradise papers pic twitter com etxpzhyiab
positif,Prabowo-Sandi Tak Akan Ambil Gaji Sepeser Pun Jika Terpilih  Dua orang yang sudah usai dengan dunianya... Tinggal fokus pada panggilan Ibu Pertiwi sbg sikap patriotik dan nasionalis.  Keren... Inilah salah satu alasan gw #GuePilihPrabowoSandi #UASdifitnahKejiDanBrutal,prabowo sandi ambil gaji peser pilih orang dunia tinggal fokus panggil pe iwi sbg sikap patriotik nasionalis keren salah alas gw
positif,"Ga perlu malu akui kegagalan jika mmg janji-janji tak mampu direalisasi, ingat rakyat memilih krn janji, stop impor, tak cabut subsidi, buka lapangan kerja, ekonomi 7 persen, mobil esemka, dll.. tp hasilnya?? NOL.. wajar jika rakyat ingin pemimpin baru. #2019GantiPresiden",ga malu aku gagal mmg janji janji realisasi rakyat pilih krn janji stop impor cabut subsidi buka lapang kerja ekonomi persen mobil esemka dll tp hasil nol wajar rakyat pimpin
netral,Erwin Aksa Harap Prabowo Punya Solusi untuk Perekonomian  https://bisnis.tempo.co/read/1195634/erwin-aksa-harap-prabowo-punya-solusi-untuk-perekonomian?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦,erwin aksa harap prabowo solusi ekonomi https bisnis tempo co read erwin aksa harap prabowo solusi ekonomi utm source digital marketing utm medium twitter utm campaign dlvrit
netral,Ini yang tak akan bisa dilakukan oleh Jokowi - Maruf. Mereka belum selesai dengan urusan materi.  Prabowo-Sandi Tak Akan Ambil Gaji Sepeser Pun Jika Terpilih   https://m.kumparan.com/amp/@kumparannews/prabowo-sandi-tak-akan-ambil-gaji-sepeser-pun-jika-terpilih-1qsh5p8Xjqe?__twitter_impression=trueÂ â€¦,jokowi maruf selesai urus materi prabowo sandi ambil gaji peser pilih https m kumpar com amp kumparannews prabowo sandi ambil gaji peser pilih qshpxjqe twitter impression true
positif,"Tau heran deh, pdhl pemerintahan sblmnya bbm sering tibaâ€ naik, hrga pangan tbtb naik:( skrg paling stabil kok malah kisruh:( emng susah mb kl udh cinta mati sm yg didukung wlpn pak wowo ngelakuin kesalahan kg tetep dibela matiâ€an pdhl jokowi harga mati wkwk:â€™) @Nabila44459818",tau heran deh pdhl perintah sblmnya bbm hrga pangan tbtb skrg stabil kisruh emng susah mb kl udh cinta mati sm yg dukung wlpn wowo ngelakuin salah kg tetep bela mati an pdhl jokowi harga mati wkwk nabila
netral,"Tak Dukung Jokowi Lagi, Dahlan Iskan Kini Ada di Kubu Prabowo  Dulu dukung Jokowi krn miliki harapan pertumbuhan ekonomi tp tdk terlaksana.  https://pilpres.tempo.co/read/1195105/tak-dukung-jokowi-lagi-dahlan-iskan-kini-ada-di-kubu-prabowoÂ â€¦ #minggu #bogor #banten #belitung #jakarta #TANGERANG #bandung #bekasi #cirebon #JabarJuara #jateng #semarang #jatim",dukung jokowi dahlan iskan kubu prabowo dukung jokowi krn milik harap pe umbuhan ekonomi tp tdk laksana https pilpres tempo co read dukung jokowi dahlan iskan kubu prabowo
